,00,10,20,30,40,50
0,0.0,0.0,0.0,0.0,0.0,0.0
1,13.0,0.0,2.0,0.0,0.0,0.0
2,7.0,15.0,29.0,34.0,1.0,0.0
3,0.0,0.0,9.0,516.0,99.0,2.0
4,0.0,1.0,8.0,393.0,326.0,0.0
5,0.0,0.0,4.0,34.0,21.0,19.0
