,00,10,20,30,40,50
0,0.0,0.0,0.0,0.0,0.0,0.0
1,5.0,0.0,2.0,0.0,0.0,0.0
2,1.0,7.0,15.0,20.0,0.0,0.0
3,2.0,1.0,9.0,116.0,186.0,2.0
4,0.0,0.0,5.0,174.0,152.0,0.0
5,0.0,0.0,2.0,23.0,27.0,10.0
