,00,10,20,30,40,50
0,7.0,19.0,45.0,0.0,0.0,0.0
1,781.0,28.0,331.0,92.0,0.0,0.0
2,128.0,502.0,2204.0,1472.0,57.0,44.0
3,94.0,99.0,376.0,5680.0,2344.0,120.0
4,5.0,275.0,368.0,5516.0,3836.0,7.0
5,0.0,222.0,388.0,1244.0,949.0,435.0
