,00,10,20,30,40,50
0,9.0,23.0,56.0,0.0,0.0,0.0
1,1089.0,43.0,403.0,160.0,0.0,0.0
2,184.0,716.0,2728.0,1698.0,111.0,68.0
3,124.0,149.0,730.0,5167.0,2529.0,146.0
4,5.0,380.0,549.0,5426.0,3462.0,12.0
5,0.0,287.0,643.0,1557.0,1288.0,582.0
