,00,10,20,30,40,50
0,0.0,0.0,6.0,0.0,0.0,0.0
1,68.0,0.0,24.0,7.0,0.0,0.0
2,14.0,45.0,185.0,141.0,1.0,1.0
3,0.0,2.0,9.0,1101.0,200.0,5.0
4,0.0,18.0,22.0,805.0,590.0,0.0
5,0.0,13.0,26.0,109.0,67.0,48.0
