,00,10,20,30,40,50
0,0.0,0.0,3.0,0.0,0.0,0.0
1,30.0,0.0,10.0,10.0,0.0,0.0
2,9.0,31.0,106.0,144.0,3.0,4.0
3,0.0,3.0,22.0,541.0,824.0,18.0
4,0.0,1.0,14.0,621.0,624.0,0.0
5,0.0,6.0,26.0,327.0,134.0,39.0
