,00,10,20,30,40,50
0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.0,0.0,5.0,0.0,0.0,0.0
2,4.0,4.0,31.0,25.0,0.0,0.0
3,0.0,1.0,7.0,276.0,80.0,3.0
4,0.0,0.0,3.0,343.0,294.0,0.0
5,0.0,1.0,2.0,25.0,5.0,3.0
