,00,10,20,30,40,50
0,1.0,0.0,3.0,0.0,0.0,0.0
1,25.0,0.0,6.0,7.0,0.0,0.0
2,6.0,26.0,52.0,76.0,0.0,0.0
3,0.0,2.0,21.0,275.0,485.0,6.0
4,1.0,17.0,13.0,392.0,685.0,0.0
5,0.0,9.0,19.0,216.0,81.0,22.0
