,00,10,20,30,40,50
0,0.0,0.0,1.0,0.0,0.0,0.0
1,14.0,0.0,5.0,2.0,0.0,0.0
2,0.0,15.0,29.0,22.0,0.0,4.0
3,0.0,1.0,11.0,229.0,336.0,9.0
4,0.0,0.0,5.0,436.0,604.0,0.0
5,0.0,2.0,8.0,93.0,90.0,34.0
