,00,10,20,30,40,50
0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.0,0.0,7.0,0.0,0.0,0.0
2,0.0,1.0,21.0,17.0,0.0,0.0
3,0.0,0.0,2.0,64.0,3.0,0.0
4,0.0,1.0,0.0,87.0,17.0,0.0
5,0.0,0.0,0.0,11.0,1.0,0.0
