,00,10,20,30,40,50
0,0.0,0.0,1.0,0.0,0.0,0.0
1,16.0,0.0,8.0,0.0,0.0,0.0
2,4.0,13.0,74.0,107.0,0.0,0.0
3,0.0,1.0,0.0,1504.0,257.0,0.0
4,0.0,5.0,13.0,306.0,239.0,0.0
5,0.0,8.0,3.0,57.0,29.0,26.0
