,00,10,20,30,40,50
0,5.0,30.0,93.0,0.0,0.0,0.0
1,1192.0,37.0,477.0,218.0,0.0,0.0
2,194.0,751.0,2935.0,1796.0,160.0,45.0
3,135.0,136.0,828.0,4905.0,2801.0,158.0
4,5.0,337.0,478.0,5453.0,3366.0,21.0
5,0.0,239.0,577.0,1463.0,1334.0,525.0
