,00,10,20,30,40,50
0,0.0,0.0,0.0,0.0,0.0,0.0
1,5.0,1.0,3.0,3.0,0.0,0.0
2,0.0,1.0,20.0,35.0,0.0,0.0
3,0.0,1.0,3.0,233.0,130.0,0.0
4,0.0,0.0,1.0,202.0,441.0,0.0
5,0.0,0.0,3.0,63.0,13.0,4.0
