,00,10,20,30,40,50
0,0.0,0.0,0.0,0.0,0.0,0.0
1,9.0,0.0,5.0,0.0,0.0,0.0
2,4.0,8.0,39.0,29.0,0.0,0.0
3,0.0,2.0,9.0,549.0,130.0,1.0
4,0.0,1.0,3.0,309.0,342.0,0.0
5,0.0,1.0,3.0,54.0,23.0,16.0
