,00,10,20,30,40,50
0,15.0,21.0,50.0,0.0,0.0,0.0
1,1183.0,50.0,430.0,177.0,0.0,2.0
2,186.0,728.0,2841.0,1910.0,132.0,59.0
3,163.0,165.0,750.0,5074.0,2700.0,137.0
4,5.0,412.0,534.0,4618.0,3333.0,33.0
5,0.0,266.0,601.0,1377.0,1085.0,276.0
