,00,10,20,30,40,50
0,3.0,12.0,31.0,0.0,0.0,0.0
1,414.0,9.0,148.0,34.0,0.0,0.0
2,71.0,279.0,1176.0,957.0,17.0,17.0
3,50.0,59.0,172.0,4966.0,1654.0,52.0
4,4.0,154.0,215.0,4506.0,2658.0,1.0
5,0.0,126.0,197.0,773.0,572.0,266.0
