,00,10,20,30,40,50
0,2.0,13.0,49.0,0.0,0.0,0.0
1,436.0,10.0,211.0,62.0,0.0,0.0
2,73.0,281.0,1329.0,977.0,23.0,19.0
3,44.0,41.0,231.0,4113.0,1659.0,65.0
4,4.0,127.0,188.0,4893.0,3243.0,8.0
5,0.0,88.0,149.0,795.0,585.0,261.0
