,00,10,20,30,40,50
0,0.0,3.0,3.0,0.0,0.0,0.0
1,108.0,0.0,26.0,11.0,0.0,0.0
2,17.0,80.0,220.0,131.0,4.0,5.0
3,8.0,8.0,51.0,799.0,526.0,7.0
4,0.0,19.0,33.0,831.0,1211.0,0.0
5,0.0,22.0,49.0,355.0,154.0,69.0
