,00,10,20,30,40,50
0,0.0,2.0,0.0,0.0,0.0,0.0
1,20.0,0.0,9.0,0.0,0.0,0.0
2,4.0,16.0,68.0,38.0,0.0,0.0
3,2.0,2.0,4.0,488.0,105.0,3.0
4,0.0,3.0,10.0,518.0,522.0,0.0
5,0.0,6.0,9.0,84.0,43.0,16.0
