,00,10,20,30,40,50
0,0.0,0.0,8.0,0.0,0.0,0.0
1,85.0,2.0,25.0,12.0,0.0,0.0
2,30.0,69.0,193.0,211.0,1.0,4.0
3,5.0,11.0,47.0,727.0,686.0,14.0
4,0.0,18.0,33.0,909.0,930.0,0.0
5,0.0,9.0,34.0,208.0,140.0,90.0
